Date,Close,High,Low,Open,Volume
2017-10-03,695.6264038085938,727.5295706301118,689.8750116109806,722.6138302880164,35367877
2017-10-04,691.7923583984375,698.7726876597874,687.2206945820491,698.1828226542076,3613280
2017-10-05,682.8455810546875,692.6770632094065,674.5379666326289,692.6770632094065,2680742
2017-10-06,685.0086059570312,690.1701347424986,677.3892063213412,682.2066571904226,1416485
2017-10-09,686.87646484375,690.6615611405995,682.4030928481645,682.4030928481645,951473
2017-10-10,688.203857421875,689.3836474644925,683.8288351840845,686.5816386124492,555002
2017-10-11,678.27392578125,691.1531424124695,674.4396240326516,688.2036979925017,1077409
2017-10-12,676.1109619140625,682.3047829568759,673.4564500366859,679.453629457731,439314
2017-10-13,678.0772705078125,683.3370889482782,668.5407217404886,677.3399094176575,1344510
2017-10-16,658.8076171875,677.8315717961937,657.7261781170057,674.4396983382151,971834
2017-10-17,661.7079467773438,662.6419496572628,657.7262081909626,659.2009306308527,664335
2017-10-18,657.1362915039062,661.5112530593353,652.9579115863713,659.6924528625798,415712
2017-10-19,663.723388671875,666.8203297977965,654.8750540339389,654.8750540339389,93358
2017-10-23,654.580078125,662.4452639480859,653.7935715440126,658.7093126834412,292330
2017-10-24,654.629150390625,660.1348158555776,651.8272022568664,652.6137087499741,350373
2017-10-25,658.6110229492188,662.1011871626465,647.0098258357543,655.7598690810069,583868
2017-10-26,655.6123046875,658.6109544810453,649.3693380817836,658.6109544810453,242175
2017-10-27,651.0407104492188,654.825806786392,647.8946243992226,652.02385858943,396395
2017-10-30,643.9620971679688,653.7935795674797,638.9480651468607,653.7935795674797,1164020
2017-10-31,650.9423217773438,657.7260675529501,644.7485008555187,644.7485008555187,1402840
2017-11-01,636.1460571289062,653.6460838116404,631.4269575749767,652.8104318097073,859011
2017-11-02,631.91845703125,642.5855901795851,630.3945894395735,636.1459819653395,574130
2017-11-03,631.4268798828125,642.4872962295336,630.296235542508,632.2133863772596,672547
2017-11-06,645.6826171875,648.7795581968284,631.8202507792655,631.8202507792655,483071
2017-11-07,631.5252075195312,647.894648669902,628.7724046251375,647.894648669902,763293
2017-11-08,620.9563598632812,638.06316201549,618.4001986251822,638.06316201549,843603
2017-11-09,646.8623657226562,659.1025727294191,622.3328063007909,622.3328063007909,356798
2017-11-10,665.14892578125,667.7542926042661,644.0603841584135,644.0603841584135,784443
2017-11-13,653.7935180664062,669.3272467950849,651.8272217714697,653.7935180664062,192279
2017-11-14,648.8778686523438,656.4972678675796,642.9789789373225,644.1587688816486,350594
2017-11-15,638.4073486328125,648.9270478401093,633.5408123699181,639.1447098855677,269314
2017-11-16,638.9480590820312,648.0913256254682,631.9676706406717,637.6699183769417,261879
2017-11-17,648.4353637695312,652.5154526792285,634.2288607062916,641.9957552548952,3200674
