Date,Close,High,Low,Open,Volume
2015-06-25,800.9213256835938,812.2957301300667,796.0664162292964,805.2214109198882,6719110
2015-06-26,801.9385986328125,807.6720269432655,796.2051703223594,804.2504603352584,2614534
2015-06-29,785.6168212890625,789.7319463494108,773.3639544399646,787.882457013698,1794757
2015-06-30,808.7816772460938,811.2784991788004,786.5878048521436,790.3330659721717,4010634
2015-07-01,807.3944702148438,819.6936182822905,804.1578641848694,815.1161213229407,2251368
2015-07-02,805.5449829101562,818.260220914341,802.2159249912872,816.3645058093758,1914607
2015-07-03,805.4525756835938,815.3473545492645,803.3719002584639,808.5967300138966,1407939
2015-07-06,812.7581176757812,814.0527263560045,796.6675377492257,797.1761360322397,1381867
2015-07-07,818.72265625,824.6872705523731,809.1515716647958,813.3129226047862,2556817
2015-07-08,805.7300415039062,821.6356615470594,801.6611987108724,816.8269778444405,2485149
2015-07-09,806.7473754882812,818.7227753372536,799.1644569396058,805.4527102085284,2059496
2015-07-10,833.7035522460938,839.4832064772406,812.7581191775788,814.7000604224698,3549894
2015-07-13,846.6036987304688,855.8511449208617,839.6681140876741,841.4251514406217,3265149
2015-07-14,850.210205078125,852.1521461550972,837.4024585442219,846.5112266900398,1706366
2015-07-15,859.7813720703125,862.7867923007277,845.6790156045182,852.1522284084893,2417317
2015-07-16,870.5082397460938,872.4964630600973,861.8619009772239,863.9888021054132,1756860
2015-07-17,876.334228515625,884.9805678082438,871.6642232080249,876.6578665435895,2256640
2015-07-20,876.6578979492188,881.9289535607176,873.883664094949,881.1428867701818,1378923
2015-07-21,744.650634765625,788.9921523402729,735.4031881991472,788.9921523402729,32687596
2015-07-22,771.7455444335938,773.9649539059764,747.2860400664875,749.9678218087894,10872729
2015-07-23,766.4747314453125,775.953365973546,759.6778795067231,775.8609140671219,3645770
2015-07-24,773.271484375,776.600542524263,763.1917451555045,766.61331163454,3052640
2015-07-27,761.712158203125,776.6005240752136,757.4582990668621,770.9596044446539,3606126
2015-07-28,758.4293212890625,771.6993839851316,749.0893667789063,762.9143101111247,2689656
2015-07-29,767.3068237304688,771.2832141800048,757.9669259460746,761.064797746521,2301293
2015-07-30,752.9735107421875,772.624339238683,749.2283053053626,772.1619668034714,4324642
2015-07-31,760.5098876953125,763.1916128389661,750.8925224662655,757.3657338668368,3307416
2015-08-03,768.4164428710938,769.387413294198,758.2904794486086,760.1399684228735,2029186
2015-08-04,767.6305541992188,771.9768655850007,758.2906552901034,771.9768655850007,3069438
2015-08-05,778.5426025390625,780.8544643396394,764.8563355260962,770.3123519522331,2246991
2015-08-06,781.7791748046875,792.8761109612228,778.7274722080914,781.4092543560286,3573927
2015-08-07,787.8362426757812,792.7373781992412,786.0329792585069,790.6567026659098,2261385
2015-08-10,777.432861328125,792.090041883419,768.4628266718474,790.4717386984903,2206976
2015-08-11,778.4039306640625,782.8889203399978,768.7403362744687,779.5598616570296,2135240
2015-08-12,800.967529296875,818.3064899284076,783.2586482617647,784.1371668888149,5281162
2015-08-13,812.8968505859375,821.1733272787679,776.785579858294,803.5107253611468,2580690
2015-08-14,830.1432495117188,845.8639079163045,820.8032950650116,821.1732154865981,4606523
2015-08-17,838.0036010742188,848.915576499,822.6528062396868,840.5928747686178,2930882
2015-08-18,822.7915649414062,846.1413677115895,819.0925862847436,838.882144674663,1790875
2015-08-19,857.9319458007812,860.0126214979537,828.8024860403666,829.4960446060908,5294282
2015-08-20,866.1619873046875,893.3032167054583,861.5844905890847,874.8083260904385,7479776
2015-08-21,867.3180541992188,871.4331228538798,839.2520194173911,862.7867827100338,4481821
2015-08-24,824.0399780273438,869.2600163481893,809.3365711904463,840.5929307026639,6095598
2015-08-25,823.5775756835938,852.2909426718426,786.0329648790845,846.9273784638254,5366573
2015-08-26,807.2096557617188,832.5938521374707,803.2332084742538,825.7045494078395,3455259
2015-08-27,834.11962890625,837.6798730382238,813.7752477134147,828.5711613082041,5115937
2015-08-28,819.7399291992188,847.5284954202461,799.904144613762,842.4423997030489,4988409
2015-08-31,831.2991333007812,842.8122143584026,804.5277670068236,815.9946221248418,13512125
