Date,Open,High,Low,Close,Volume
25/06/15,426.48566305473764,429.53903062640416,423.03831935799036,425.8946838378906,7745469
26/06/15,428.45555916103723,432.1983773096385,424.71274101243597,431.0164489746094,5009173
29/06/15,422.34884232571443,425.99318914641714,411.85907385322133,421.8071289,7143044
30/06/15,421.56087794746986,429.6867594,416.3406267626222,427.61834716796875,6387312
01/07/15,430.17924863388356,440.6690170880223,424.9097315,437.8126525878906,6054910
02/07/15,438.30509396707896,438.30509396707896,428.45554129366144,429.8344727,4641851
03/07/15,429.440521,429.440521,423.97403099578173,426.6333923339844,3709457
06/07/15,421.5608599146909,426.9781139556507,414.3706983927969,424.6142272949219,4600687
07/07/15,427.8153575843834,429.1450533039662,421.56088516890213,425.0574645996094,5667938
08/07/15,417.62105270456044,417.62105270456044,393.9821251929815,398.857666,15521757
09/07/15,394.1298670887286,397.28173615052293,388.3186366858431,391.8152160644531,9351601
10/07/15,394.2283150545516,399.6948043392372,392.0614016117599,395.8534851074219,13661389
13/07/15,400.58133755789515,400.58133755789515,391.0764947469151,396.0505371,8047912
14/07/15,397.4294783032243,397.4294783032243,375.2187474871062,380.1435241699219,11333562
15/07/15,381.17769729193054,389.0573396132108,376.84390002691646,388.36785888671875,15561638
16/07/15,388.9588484947041,392.65243093177423,386.54572600422216,389.3035888671875,5199913
17/07/15,389.9930498714645,397.18321129496195,384.5265301062349,392.0614318847656,6590110
20/07/15,392.99718910261214,395.85355363828404,383.4431100759848,384.8713073730469,5777196
21/07/15,385.90548561901704,387.38291861152237,380.2912582825674,383.2461242675781,6461958
22/07/15,382.1626319431899,386.89040505725205,380.14348573078695,383.6893005371094,5955109
23/07/15,382.9013558556377,397.33094434757516,379.2077736448116,395.3117980957031,9510349
24/07/15,391.56894544141176,393.3418829166435,383.1475901240191,384.3787841796875,7059848
27/07/15,378.46910795694987,379.4540633452568,367.38835983849657,371.77142333984375,8450904
28/07/15,367.38831617925536,369.2597251829558,360.59213081926464,364.5319519042969,10975840
