Date,Close,High,Low,Open,Volume
2015-06-25,162.77447509765625,166.35794489171724,157.7835595495415,165.93199457717068,9090226
2015-06-26,163.56153869628906,165.5338391316196,161.94110331744838,163.8300669104279,4014001
2015-06-29,160.86697387695312,162.95964631307055,158.01501834487382,161.1169843782323,2348573
2015-06-30,158.05209350585938,162.20038917057576,157.0890867170069,160.8669996170663,4430385
2015-07-01,164.9412078857422,165.74679249272273,160.88551557189706,161.11699390075242,8333549
2015-07-02,171.84884643554688,172.50627495974499,165.76528706178368,166.67274056809845,6562733
2015-07-03,167.91354370117188,173.15446923696368,167.09869303260692,171.30255567330929,3373510
2015-07-06,166.9875946044922,170.36735543335905,165.00604247783323,165.00604247783323,3526586
2015-07-07,174.21006774902344,175.54344264092538,167.59871734538143,167.59871734538143,4248352
2015-07-08,175.48788452148438,178.65466973718668,169.45062605792398,169.45062605792398,5325117
2015-07-09,172.0340576171875,174.9600984932958,170.37658697704413,174.9600984932958,2272784
2015-07-10,174.00636291503906,175.7379043482053,172.3211084472998,173.46930650791109,2198027
2015-07-13,171.22850036621094,177.2287245629602,170.7562630499639,175.56200206427692,2700360
2015-07-14,168.0524444580078,172.08036759506248,167.0431507755177,171.48775811656586,2865337
2015-07-15,164.4134063720703,169.87657297864936,162.83927263790835,169.39506966561763,4638857
2015-07-16,164.66343688964844,166.7838788416991,163.89488761414248,164.82084448182988,3358956
2015-07-17,166.41348266601562,167.59871606157185,164.50600152185146,165.6541995458747,1629901
2015-07-20,164.86715698242188,168.52469773022634,164.45047273884796,167.4135494146497,1648103
2015-07-21,162.681884765625,167.02463769900254,161.35776137013247,165.54309221047322,1736849
2015-07-22,162.9689483642578,164.26528811916134,161.11701992775002,162.41337418358486,1514538
2015-07-23,162.8300323486328,167.28390607289438,162.0429798577555,164.69121224677585,1729214
2015-07-24,162.90411376953125,164.20971949585226,161.1540545411473,162.9689329262758,1093597
2015-07-27,157.079833984375,163.60784829028088,156.58906449897233,162.0429803959059,2372830
2015-07-28,156.03347778320312,158.52431688273052,155.56124052478808,157.7835514184772,2257851
2015-07-29,157.8946533203125,161.30218306542275,157.04276725880277,157.76502951818074,2152756
2015-07-30,159.52435302734375,163.6541453639516,158.16319423852946,158.33913402125057,2602126
2015-07-31,165.0801239013672,166.30237828685856,159.50583591170857,160.83922542450637,3393795
2015-08-03,169.95066833496094,170.5432778438856,161.48738901521003,166.6727765967885,4049030
2015-08-04,168.10800170898438,170.93218827270883,166.67277219381626,170.37659965291442,2313417
2015-08-05,167.31167602539062,170.37659239213318,166.60794593796624,169.2654442017565,1742356
2015-08-06,166.39498901367188,169.26546273693674,165.37642914382604,168.33950581022722,2250272
2015-08-07,166.3671875,167.4690841008618,165.33012455316845,167.04314831024863,1733847
2015-08-10,164.34860229492188,167.9691073153109,162.96892587823496,166.30237050233274,1414225
2015-08-11,162.62632751464844,166.11719455113104,161.50592760974598,164.8208548547839,1042173
2015-08-12,162.62632751464844,162.62632751464844,162.62632751464844,162.62632751464844,0
2015-08-13,152.7648468017578,161.1170054525986,151.73703538490054,159.83918350176037,4621353
2015-08-14,160.6447296142578,161.1910520205732,153.33891632208505,153.33891632208505,2216301
2015-08-17,158.25579833984375,163.80228806761502,157.33909304634608,160.74662309052943,1457726
2015-08-18,158.68173217773438,162.17259902322758,158.33913320919805,159.26509008450012,1210906
2015-08-19,159.7650909423828,162.02442253220232,158.33911318447824,159.82064399759633,1175656
2015-08-20,157.5613250732422,161.67258538924224,156.2094323234598,159.51510794579045,2092285
2015-08-21,157.2001953125,159.45027551086451,153.33894586093965,154.63528543799933,3609918
2015-08-24,152.64447021484375,155.33901844781815,146.35720067185653,153.52414010574256,3941322
2015-08-25,150.64439392089844,155.1908556714943,146.301641220095,152.76483575838756,5423932
2015-08-26,150.431396484375,153.33891931215732,149.0054188462214,150.91289975857384,3446994
2015-08-27,151.73703002929688,154.8204786719674,150.80180708344338,154.8204786719674,2083084
2015-08-28,151.5333251953125,154.53343707987943,150.39439316038758,152.7833633550063,2107849
2015-08-31,150.5703125,153.24632823834847,149.82028100545625,151.64442523251444,3307738
2015-09-01,151.60739135742188,155.00566967190113,150.0054881825749,150.82032440994186,1821280
2015-09-02,159.52435302734375,161.95037310391402,151.98704517252057,152.22778961105482,6938013
2015-09-03,160.37623596191406,161.83924925333739,157.53354622165807,160.56142733423437,2154008
2015-09-04,158.71875,162.0244251048612,157.2279530702111,162.0244251048612,3299784
2015-09-07,148.79249572753906,159.26509669895745,148.3109923320127,157.41318287144128,1403459
2015-09-08,152.02407836914062,154.26490703759126,148.69988524187974,149.07953408267898,2161085
2015-09-09,155.43161010742188,157.32057373788822,152.22778916126128,153.52414329043205,1586149
2015-09-10,161.30218505859375,163.5152298267989,151.33885780534095,154.45009011166596,4797537
2015-09-11,162.80223083496094,166.58014294711333,161.8762741164325,163.70966986921152,2102128
2015-09-14,160.57994079589844,164.42267254612477,160.19104037435224,164.42267254612477,1092396
2015-09-15,160.57994079589844,160.57994079589844,160.57994079589844,160.57994079589844,0
2015-09-16,161.74664306640625,163.33929449394367,158.33911348912173,160.69104800975023,1464802
2015-09-18,168.2469024658203,169.08027094833662,162.41336659099795,164.45047182490043,5423829
2015-09-21,168.38580322265625,172.0248261826928,165.4412443156783,168.11727499533714,2436719
2015-09-22,164.8486328125,170.93219352762787,163.5985801309271,168.89507386156762,1612120
2015-09-23,163.19114685058594,165.1726987684718,160.19103519421327,164.80231604555456,1776727
2015-09-24,162.3392791748047,166.76536916600685,160.29290787348748,163.8948954878107,9689824
2015-09-28,164.6263885498047,168.72838222592856,161.5059047258507,162.39482614900865,1767670
2015-09-29,173.38595581054688,174.5619230562365,161.3207053008685,162.77445232063369,4597204
2015-09-30,171.3118133544922,174.9971374281718,167.59872000197421,174.21007051041215,3881970
2015-10-01,172.17295837402344,174.17304258043626,168.89506675950716,171.3118206746598,2499689
2015-10-05,175.00637817382812,175.91381724612089,171.76552227264997,172.58037291967204,3572252
2015-10-06,177.02499389648438,180.93254477324828,174.8582505621604,176.30274611837638,3277774
2015-10-07,180.25660705566406,181.22886547779117,173.80267769257915,177.0435342660259,1893061
2015-10-08,175.7194061279297,180.00660626717297,174.79344920287852,178.15467791614,3201011
2015-10-09,177.4879608154297,179.26580368838464,174.54341671387053,176.48793326247304,1296870
2015-10-12,181.01588439941406,181.83072062267897,176.11755746316788,177.69167684927402,1277899
2015-10-13,186.57164001464844,187.5994513878409,178.83987498009853,180.22881749845368,2510486
2015-10-14,183.40484619140625,188.69207331267535,179.82137668755416,187.61796052095744,2056282
2015-10-15,184.84933471679688,186.11790491461855,182.59925469512848,185.562330853793,1508816
2015-10-16,184.84933471679688,184.84933471679688,184.84933471679688,184.84933471679688,0
2015-10-19,179.17320251464844,180.58066256404572,175.256385916435,178.61762846898023,1954476
2015-10-20,180.24732971191406,181.0992157840571,178.15465715452086,180.35843582941385,1546210
2015-10-21,172.8396453857422,179.63618724382485,168.1542937616876,179.63618724382485,7413144
2015-10-23,175.423095703125,179.63621062603067,173.7100717510057,179.63621062603067,4200058
2015-10-26,175.0341796875,177.11758622786712,172.67297884131685,175.67309063985448,2538571
2015-10-27,174.94158935546875,176.67313082351802,171.91369380891058,174.62675967920634,2125256
2015-10-28,172.7841033935547,176.02495969682653,171.30257239798578,174.5063933265544,3206573
2015-10-29,174.35824584960938,175.0064084413887,167.04316445002507,173.04337397593298,6574300
2015-10-30,174.70083618164062,176.67313664401118,172.33038369007187,172.5989119078922,2435128
2015-11-02,174.09896850585938,178.7102498872869,172.4970652202361,175.83977620424085,2628379
2015-11-03,176.30274963378906,177.21018879614877,173.1822656262064,174.9786262640337,1455581
2015-11-04,177.16387939453125,178.32132902949434,175.84902217756985,177.0527587772256,864640
2015-11-05,169.23770141601562,176.673155463528,166.339443773284,176.673155463528,1997823
2015-11-06,172.64520263671875,173.86745693068312,168.50615900192935,169.05246699679,1603489
2015-11-09,164.7838134765625,171.30257609960086,163.73748436347168,170.7469874633272,4726931
2015-11-10,160.3206787109375,164.44120476354703,159.26508356601812,162.96892541656354,2205863
2015-11-13,164.46897888183594,165.172708999153,158.172457701312,162.22816471948505,7325419
2015-11-16,162.06149291992188,163.91340667076796,159.0521149486347,163.91340667076796,2322730
2015-11-17,161.13552856445312,163.87637843624353,160.4410645028596,163.87637843624353,2160243
2015-11-18,157.67245483398438,162.50596327589133,157.41319268234557,161.85780064632863,1505311
2015-11-19,157.81134033203125,160.18180751368078,155.9686780349335,158.40396437790912,7560046
2015-11-20,157.39462280273438,159.987316202939,156.9594209552166,158.36688101519513,2281580
