Date,Open,High,Low,Close,Volume
26/06/20,424.5912287,427.3321346,416.6176845,423.4450378,32610915
29/06/20,413.6276155,414.4249578,401.0194545,403.4613342,36319455
30/06/20,408.6441647,413.4282794,402.7138287,405.3052368,26951915
01/07/20,408.6441764,435.9037391,405.3052484,431.8172913,53380512
02/07/20,439.5416305,440.0399771,419.9067655,421.8005066,50362770
03/07/20,428.5780348,430.1727498,422.2490275,427.0331726,31044457
06/07/20,432.7143172,436.1529207,429.6744153,432.5648193,18424079
07/07/20,432.0664313,447.5151734,424.7905843,445.870636,37991679
08/07/20,448.5118738,459.8741685,439.5416363,442.6812134,45877067
09/07/20,446.3689982,455.4887337,444.5749324,452.2494812,29162679
10/07/20,448.4122282,449.9571208,435.5548931,438.1463013,25676354
13/07/20,442.4818842,444.9237639,431.3189101,438.5947571,21326370
14/07/20,433.4617971,434.3588148,414.0262828,416.3186951,25685579
15/07/20,422.5978746,442.9802607,421.3520082,425.2391052,43250557
16/07/20,430.5216106,434.7077035,417.0662533,432.5648193,30183647
17/07/20,432.5648033,438.4452865,423.1958943,431.6677856,33464985
20/07/20,436.2525961,441.3357067,427.8803494,432.5648193,30400586
21/07/20,438.5449476,449.5085713,437.049908,444.7244568,43147019
22/07/20,476.4192793,482.9974596,458.5784798,477.3661499,89611937
23/07/20,471.3859805,473.1800158,457.6814514,459.3259888,40249567
24/07/20,455.090058,455.090058,440.0898092,444.1264343,30566635
27/07/20,445.5218148,446.5185079,428.4783568,430.1228943,21924237
28/07/20,432.564804,438.5449626,422.9965442,435.6047058,33057573
29/07/20,434.3089925,445.5217892,432.8637754,439.4419556,24404819
30/07/20,440.4386532,444.4254255,423.3453735,424.4417419,26861618
31/07/20,427.5813341,433.0133236,419.9067852,430.2225647,27499638
03/08/20,430.1727561,430.4717519,414.3253416,415.9698792,23824107
04/08/20,420.4549575,429.7740434,415.9698389,427.7308044,24746211
05/08/20,437.5482524,445.372299,431.717592,433.5116577,36932321
06/08/20,434.5581638,436.8505456,425.6876019,431.5680847,33465135
07/08/20,430.0232077,435.5548417,425.7374096,431.8670654,15569399
10/08/20,432.5647812,435.5548603,427.8803117,429.6743774,14888044
11/08/20,433.8604795,448.4122044,433.8604795,446.5184937,30469633
12/08/20,443.3290613,451.2527833,437.4984312,449.6082458,23184137
13/08/20,452.5982915,455.2395218,443.8772278,446.6181335,21885850
14/08/20,450.0069006,450.0069006,424.1925574,434.4086609,36725538
17/08/20,437.6479204,439.5416311,423.943391,436.7010498,30198343
18/08/20,438.0465906,445.7709617,433.8604677,444.3257446,21768516
19/08/20,444.5251145,450.4554505,440.9868662,442.7310791,18127671
20/08/20,436.451884,439.8406343,431.8172673,433.5116577,16688938
21/08/20,438.5449147,443.3788818,434.807316,438.9934387,25087973
24/08/20,442.5317093,447.9636986,440.837319,444.3257446,18196776
25/08/20,449.4587434,454.8907023,445.6214691,450.3059082,26273592
26/08/20,450.5052764,463.2629358,447.5151971,461.817749,25914508
27/08/20,462.4655964,472.9308739,462.4655964,471.4856567,19544214
28/08/20,474.8743873,511.303504,474.4756858,507.5160828,59179945
31/08/20,522.7156788,532.0845569,484.6918148,495.1072693,55830536
01/09/20,493.4128975,501.7352908,478.0638302,484.0938416,33276725
02/09/20,485.389565,486.3364357,470.5388431,482.7981567,20750575
03/09/20,486.7848983,488.3297909,471.5355062,473.3793945,14045705
04/09/20,467.449023,471.3859726,451.1032637,453.6946716,29405304
07/09/20,455.4887151,465.6051433,449.1597083,457.1831055,25967554
08/09/20,458.2794433,460.8708512,439.7907997,442.8805542,21052285
09/09/20,438.445272,441.8838752,423.5945514,429.8238831,31657672
10/09/20,435.0067124,447.2162028,429.3255496,445.3723145,34434841
11/09/20,444.5250866,448.3623608,437.7974087,445.7211304,18620781
14/09/20,450.5052567,453.4953358,436.551554,439.0931091,17622727
15/09/20,439.5914635,450.4055893,434.4585003,448.0633545,17328721
16/09/20,448.0633335,449.1098794,438.5449273,444.5250854,20016188
