Date,Open,High,Low,Close,Volume
26/06/20,337.80966991043374,338.78038735270513,329.65564932014337,333.1502380371094,3979419
29/06/20,331.35438175280007,333.97530088991977,329.1702676598954,332.6163024902344,3263757
30/06/20,333.92678958000835,339.5569387175354,332.3736357967078,333.8297119140625,2828818
01/07/20,335.77114799476715,336.8874670974645,331.3058419600333,333.7326354980469,1202080
02/07/20,335.86824378371523,339.3628325918032,334.80044864458466,336.6448059082031,1204040
03/07/20,339.9452575554609,356.0591432758298,338.44062775698154,349.8465576171875,9300920
06/07/20,354.4089247662874,355.2825644918885,345.67246826238846,348.92437744140625,3360559
07/07/20,350.42898741982464,350.42898741982464,334.16947069051145,335.8197021484375,4348413
08/07/20,338.7803940423166,339.4113544674629,329.36442281677694,330.6263732910156,3988463
09/07/20,331.01464799309235,336.35359392846476,330.0439305502973,333.1016845703125,3635224
10/07/20,331.01464379031313,332.66487527169033,322.52086627369954,325.1418151855469,3368457
13/07/20,326.40368314634196,329.70411595076604,321.7927761,322.4722900390625,2187702
14/07/20,322.9576630323185,323.7342250359015,310.3383379184753,311.0178223,3146768
15/07/20,311.1634376,314.9977830574421,303.73745576603926,305.92156982421875,3905249
16/07/20,307.7173985099342,308.1542331649669,300.53409607833936,302.0872497558594,3122788
17/07/20,302.86381633136983,309.5617601908327,301.5048179521074,303.83453369140625,3264266
20/07/20,306.74668524074457,309.367634,301.26213809081725,308.00860595703125,4328735
21/07/20,311.50320171789093,315.82290591402466,304.4169766843535,305.4847717285156,4264584
22/07/20,306.9408555197625,309.31909538926675,300.0487560147766,302.86383056640625,3068805
23/07/20,304.22280174106413,306.69814867799425,302.47552241706535,304.7081604003906,2831414
24/07/20,304.7081942393589,304.7567478850486,296.40857209274867,300.3399658203125,2457668
27/07/20,299.9516896005214,301.6019211016234,289.27379773771963,300.0002136230469,5465737
28/07/20,300.82531563766133,310.6295672797162,299.0294825270367,309.27056884765625,4973488
29/07/20,307.7659268818929,313.54170701865576,302.91234008593847,305.92156982421875,4000041
30/07/20,308.54249501170216,312.3282864990234,301.01943605174125,303.3491516113281,2498353
31/07/20,305.7759679697117,308.8337217246202,303.59185391278515,305.9701232910156,1944926
03/08/20,301.89309212799407,310.1927135185919,299.6119004588301,302.23284912109375,2408531
04/08/20,303.8345671174489,308.44547508488625,302.2328892219704,305.72747802734375,3182644
05/08/20,307.1349794503782,319.1718692861838,304.2228272502344,317.52166748046875,8387003
06/08/20,320.43383604686505,321.2103981569889,311.98858238552657,314.31829833984375,3281920
07/08/20,314.41536596598456,318.7350703284181,312.13417410744046,317.0848388671875,2634656
10/08/20,319.36602515577044,324.1710881,316.16266957977354,321.5986633300781,3187734
11/08/20,323.73423161293147,326.8890629554862,321.0162349212303,325.1903076171875,3504782
12/08/20,326.16105874884016,337.56698863068203,322.0355096,331.20880126953125,10674205
13/08/20,333.4899321100888,338.7318294735774,331.7426527382208,337.4698791503906,2707033
14/08/20,343.39125474146806,343.39125474146806,333.5870038049798,337.9067077636719,3376980
17/08/20,340.57620001623746,347.51682338531754,336.64477683765193,346.9829406738281,4507708
