Date,Close,High,Low,Open,Volume
2015-06-25,412.551025390625,424.7375745944215,411.14938925096914,423.60846165251365,5294305
2015-06-26,406.321533203125,417.2232227353615,404.95882201159543,411.8113030691966,3503690
2015-06-29,376.3807373046875,403.05091130629125,363.72699383935424,401.0263313628708,11484481
2015-06-30,372.0590515136719,382.88289000601156,367.54264713490517,369.8787232819491,12372399
2015-07-01,378.5611267089844,380.2742586853773,370.5016594227912,371.16355240293365,4380793
2015-07-02,373.22705078125,381.4811903953475,371.7086157018266,380.7803723768603,2751848
2015-07-03,367.23114013671875,375.32953192338584,365.20653624910364,373.77214797349626,2800735
2015-07-06,361.7413635253906,365.7126975267936,357.030286373203,362.09178443520045,2655385
2015-07-07,367.0753479003906,371.2024291273998,361.74130376351275,362.0917246154309,2972045
2015-07-08,366.2187805175781,368.12658512315073,358.4318617418372,365.82943457879105,3449261
2015-07-09,369.3336181640625,372.9156062338783,366.84181794090847,369.1000200619463,2410385
2015-07-10,369.0999755859375,372.2147433124011,365.206515927858,372.2147433124011,1847909
2015-07-13,370.50164794921875,371.43608786445833,365.6737717572654,369.138936935041,2244361
2015-07-14,371.35821533203125,374.55085733022446,369.8787052637352,372.954548213025,2094711
2015-07-15,373.73321533203125,377.6656002205633,371.8643356188747,372.21475650603975,1691337
2015-07-16,382.960693359375,386.03653608229,373.927885706658,376.41968570045174,2547683
2015-07-17,391.0201721191406,393.8623930869484,383.8951452710273,384.6349121558701,5006283
2015-07-20,389.9689636230469,392.6165355666651,382.6103381128237,391.292749594856,3004605
2015-07-21,396.6657409667969,405.3092278112073,389.151367144382,391.60424244465884,3506058
2015-07-22,397.24969482421875,399.8193925258031,387.5549942736471,397.5222417603585,2086049
2015-07-23,394.01910400390625,403.67160703735544,393.1917562196846,399.41663091764747,2670981
2015-07-24,402.6866149902344,405.75967568329975,390.03987707933663,392.7977347960592,2285622
2015-07-27,409.38433837890625,413.6787271652679,400.36221675727086,402.6472944408608,4208795
2015-07-28,412.5361328125,417.3821023428882,407.92658957586735,411.3148053654048,6316959
2015-07-29,414.11199951171875,416.8304687088988,411.7875099636019,412.851283872004,2061983
2015-07-30,413.1664733886719,419.8247396349304,409.2661130103876,416.8305036695592,6558111
2015-07-31,418.1700134277344,419.1943509071719,414.0332270700978,415.9637369889721,1229591
2015-08-03,412.5755310058594,420.37634846203287,410.9208354694473,416.8305310898133,811778
2015-08-04,427.1133728027344,432.5897001186923,413.008928740409,413.6786749768915,2145670
2015-08-05,433.8504333496094,440.3117101517136,427.07400163839384,428.5711437596564,2640419
2015-08-06,420.6915283203125,438.9327589423181,418.4852036021817,438.10541121963075,1547635
2015-08-07,421.67645263671875,429.7530357299527,418.7609935112487,421.4006380166272,1367440
2015-08-10,418.3670349121094,427.1921894281771,415.136372656226,422.7008114242368,600681
2015-08-11,426.0102233886719,429.43782717562976,418.4063967527695,419.4307342448197,1434009
2015-08-12,439.32672119140625,440.6662616904686,422.46442014090013,429.43784107519963,3674098
2015-08-13,434.40203857421875,447.1669913830048,428.25596443464866,438.893417093099,2714434
2015-08-14,437.3568420410156,442.990770816845,423.92214429852675,430.22581930668326,2257748
2015-08-17,434.874755859375,444.9606252564274,432.5896546575938,441.1784302441851,2144457
2015-08-18,443.187744140625,444.4090715092845,434.9535593495125,434.9535593495125,2130201
2015-08-19,441.4935302734375,445.43332627461615,438.93266287267136,445.43332627461615,1599058
2015-08-20,440.39056396484375,453.6676617049349,437.3962795250347,453.07669210653506,2873282
2015-08-21,443.66046142578125,448.4670418728156,429.4771944356389,437.00219591454317,1329500
2015-08-24,412.61492919921875,439.5631002552401,409.38426703698593,432.5896793069791,3422600
2015-08-25,416.04254150390625,428.25591156699437,388.22758575306614,417.6184602217241,3057676
2015-08-26,399.7318115234375,419.9429902566764,397.91951444264123,417.6185003061383,2169411
2015-08-27,409.38433837890625,416.0426056062123,404.61719314164776,404.61719314164776,2967588
2015-08-28,406.82342529296875,417.1851105559951,403.4352095191676,414.4666410294573,1642669
2015-08-31,405.7990417480469,413.6786347916983,403.4351638349515,406.9022040114458,2104443
2015-09-01,403.67156982421875,412.4967242598847,398.7862362284772,401.8592729179392,1340532
2015-09-02,422.3462219238281,425.41928270123486,405.16871729258577,408.9509126463933,2308033
2015-09-03,425.8133239746094,435.50521599968835,416.0819955007847,427.07403991048477,2220020
2015-09-04,417.06695556640625,431.44721650467795,414.5454755366657,425.4981318721488,1438221
2015-09-07,423.922119140625,426.404210265075,409.738851213987,416.830485177306,1222028
2015-09-08,423.29180908203125,428.5317103572041,418.40645107047277,423.92216699795546,1074692
2015-09-09,420.2975769042969,431.5653870731247,418.2488535415476,431.5653870731247,1271196
2015-09-10,420.6126708984375,423.52812996989746,414.1513949249039,419.194353756252,929833
2015-09-11,413.7180480957031,425.1434586982325,411.3147816910569,419.98233456194123,873940
2015-09-14,414.30902099609375,417.2244802405932,406.6264172522868,414.4666224864061,1784462
2015-09-15,426.2071838378906,428.177081991896,415.6878988395719,416.7516726986648,1366805
2015-09-16,428.7680358886719,431.56528154727306,426.0495669160874,428.4528329581753,722804
2015-09-18,442.439208984375,444.6848740669519,429.63486856407917,429.63486856407917,1907266
2015-09-21,447.16693115234375,456.14968698018185,432.5896831764524,435.74152057664514,995389
2015-09-22,439.5237731933594,455.0465840335836,436.0173440094333,452.13112443931146,1172885
2015-09-23,438.1841735839844,442.04519362117287,425.93141535804904,434.16560015198974,943910
2015-09-24,447.04876708984375,449.1368788339945,433.33830174979505,441.2572844684858,1226153
2015-09-28,451.8159484863281,458.5923802283571,449.29446873584317,451.7765120409373,1603999
2015-09-29,449.4520568847656,453.9433869490895,443.30593514642305,451.0673640213404,1765081
2015-09-30,439.16912841796875,453.628211475883,435.8991259421191,453.628211475883,2795413
2015-10-01,443.62109375,446.3789513488011,423.173539934531,440.2328783186884,2014882
2015-10-05,449.05816650390625,453.07674096912126,442.12408399361755,444.80316569925037,2111594
2015-10-06,445.0001220703125,456.1103316443375,439.6813955117032,453.07670684449704,1834106
2015-10-07,446.221435546875,448.86112861136706,441.73005697636006,446.1032704830264,1150506
2015-10-08,443.62109375,451.343085407999,441.57241877103576,449.13680894760216,1534024
2015-10-09,442.2027893066406,447.5609031767319,438.26299262374687,442.6755456712994,1124964
2015-10-12,443.4241638183594,449.13686961610813,439.68135657155847,443.305950668012,758836
2015-10-13,442.0451965332031,445.0788208015343,437.5144302585758,442.83315588531224,639491
2015-10-14,431.8410949707031,444.68482224614974,429.595430149822,440.4692591286289,950851
2015-10-15,429.6742248535156,437.31744018347484,425.3010600703253,432.9048870513449,1833925
2015-10-16,430.0682373046875,434.5596155702051,428.058950423416,433.3776764526071,1934451
2015-10-19,426.7587585449219,441.2572296123298,420.84906350547107,430.0681973856586,1446786
2015-10-20,431.8805236816406,433.61404396334274,426.2860312336095,429.3590921008644,1060182
2015-10-21,425.064697265625,432.74730122254044,421.9522480952042,431.8017403476599,1566054
2015-10-23,425.5768737792969,431.01381314585,424.71013763366204,427.46799567024425,1229160
2015-10-26,427.586181640625,429.43786696732275,425.18286702980635,425.5768467242718,814364
2015-10-27,424.55255126953125,428.84693998402076,422.4250510896418,428.098368871604,839550
2015-10-28,433.02313232421875,436.52956170748286,422.7402704983114,422.897872016491,1731286
2015-10-29,432.5896911621094,438.53877474614956,429.55606684571165,433.3776505267034,3049427
