Date,Open,High,Low,Close,Volume
26/06/20,300.6188992,302.2294507,283.7773111,286.8847961,125724990
29/06/20,280.0177194,285.9905878,273.6941071,282.3841553,116139990
30/06/20,287.5270866,290.1602899,278.2392761,279.7213745,97030570
01/07/20,279.7213515,293.3270027,277.2511877,291.8646851,127048960
02/07/20,294.4435138,298.0005555,289.0091536,292.8872986,116197340
03/07/20,294.4435215,295.3772506,288.613941,289.6513977,85435970
06/07/20,293.4554462,309.7239406,291.973348,307.1697998,114375830
07/07/20,311.2406213,337.8838029,308.8000984,331.1946106,228764010
08/07/20,331.194626,336.8117761,314.2147227,316.9763489,191261830
09/07/20,319.6391954,333.9562552,315.6968237,329.0258179,187577860
10/07/20,323.5914623,335.4482487,323.2999697,327.4597473,161504130
13/07/20,331.9900207,333.7685266,317.7816334,319.5996704,131364670
14/07/20,318.1373524,318.1373524,308.5086284,315.2867737,124044220
15/07/20,319.1451446,325.8343369,308.4987452,311.1665039,109802620
16/07/20,314.2048296,317.6630589,306.5275715,316.6552429,99999250
17/07/20,317.1690208,328.3341487,316.674988,326.1900635,84256260
20/07/20,330.5029537,341.2728613,327.6919063,340.0427246,105554950
21/07/20,345.8229166,347.7496563,318.0236848,325.3156128,259600480
22/07/20,328.0377761,330.0139073,315.5486126,321.4177246,170696590
23/07/20,321.417694,328.0377449,317.7668149,325.8442383,87180350
24/07/20,320.6272547,325.0735494,318.1570909,321.3040771,66376830
27/07/20,322.405794,324.0855175,311.4580404,313.3304138,70898670
28/07/20,313.7107644,322.1093203,312.3472293,320.0936584,82116970
29/07/20,320.6272566,328.9270008,320.0936927,324.5054016,80700220
30/07/20,325.6071119,328.4329648,316.6799365,317.9891052,65082780
31/07/20,319.7380168,323.3938412,314.3283519,321.2497559,72353970
03/08/20,320.5284135,320.5284135,313.1179229,313.661377,44639200
04/08/20,316.3785704,322.1093379,310.5341548,319.6984558,66791450
05/08/20,321.7141572,329.0258364,320.9187716,322.3218079,69853800
06/08/20,325.2711636,333.8475646,321.6153093,330.5276489,81729060
07/08/20,329.3221977,343.9900303,327.0496593,342.2955017,101512670
10/08/20,345.2300594,351.4400543,337.2465039,340.1860046,71292450
11/08/20,342.0979421,345.2844294,336.406675,341.6137695,55718180
12/08/20,338.4124461,340.8826099,332.1876453,337.7455139,56625270
13/08/20,340.882602,343.0563582,336.041087,337.8838196,46633590
14/08/20,338.4124407,340.7640414,326.6742175,329.134491,55313350
17/08/20,331.0019508,335.8928872,327.2868148,334.4404297,46705720
18/08/20,335.843455,339.6919894,332.6421325,337.9085083,47062980
19/08/20,340.5862149,342.3647208,336.0411072,336.925415,41988490
20/08/20,333.7684906,337.3749536,331.3032722,335.3296509,36774590
21/08/20,338.9064742,339.8945397,333.9661466,334.8850403,26273800
24/08/20,336.2386624,347.3050075,336.0460125,345.037384,62055750
