Date,Close,High,Low,Open,Volume
2015-06-25,581.0258178710938,589.8256358249334,570.799002411226,587.9229724835627,1916121
2015-06-26,589.1595458984375,591.4903195263917,582.2148380380405,582.2148380380405,2088582
2015-06-29,581.2161254882812,584.0225656730026,570.8941414956186,580.3123487420584,1359591
2015-06-30,585.4494018554688,587.9228404177685,577.0300836223382,577.6484722952451,2352929
2015-07-01,604.00048828125,606.1885394650188,586.7337955944328,588.8742918085998,1789439
2015-07-02,595.866455078125,605.8554357154554,594.677290716538,604.0003857631126,1018273
2015-07-03,600.8134765625,607.853353818135,595.533597653111,595.771430559522,1062854
2015-07-06,621.885498046875,624.0259942140409,593.0125482420765,596.4849319169044,2193898
2015-07-07,615.0358276367188,626.5945288297726,612.7526087630123,623.0270356300235,1151563
2015-07-08,614.7504272460938,623.8356314630842,600.956120488618,611.7061548315106,1553260
2015-07-09,609.9462890625,623.027098787609,606.331182468549,615.5115557924041,1165623
2015-07-10,616.462890625,618.8412196783372,603.1442479263118,611.9916203917912,1329511
2015-07-13,629.0680541992188,632.5404379511037,620.220681458199,621.2195680787748,1334312
2015-07-14,633.5392456054688,638.9618469530034,628.1166442579341,631.4463046212855,966237
2015-07-15,637.9629516601562,640.2461707400763,630.8279646162475,634.5381811049493,790552
2015-07-16,646.71533203125,648.8082735588929,633.158854174631,639.4376787575595,1342722
2015-07-17,651.8523559570312,654.2306847090165,645.525978250884,646.9529755020751,1180811
2015-07-20,649.8546142578125,657.7982682197161,646.905509426005,652.1853883679441,756355
2015-07-21,630.2572021484375,655.2296573279039,627.9739830204451,649.7595004790684,1019824
2015-07-22,641.7683715820312,646.9055862279494,631.2086124444771,631.6842783167035,1412682
2015-07-23,640.4364013671875,643.9563396617772,630.9706409752062,642.1487865183025,759001
2015-07-24,645.097900390625,652.4231649335796,639.0569682780992,642.1487958134976,1177924
2015-07-27,642.481689453125,655.2295544645816,640.2460837091302,643.8135767461424,807908
2015-07-28,639.19970703125,646.9054695455566,632.7306058840575,644.0039198612644,832236
2015-07-29,646.477294921875,650.4728987464867,634.5380964737209,642.0536383834586,1183157
2015-07-30,676.4442749023438,679.9166582235362,651.7572100089495,651.7572100089495,2842736
2015-07-31,674.541748046875,688.7641689495849,671.6401978983522,684.8637321026764,2031688
2015-08-03,677.633544921875,682.0572604654309,670.6888352618861,679.0605424437088,916688
2015-08-04,675.1124877929688,683.0085283971933,668.8812194108222,683.0085283971933,1237267
2015-08-05,683.6268920898438,686.766332948127,674.4941315875885,676.3492398952991,1274983
2015-08-06,688.1932983398438,695.5185051620588,683.1036394730339,685.1965805928122,1374485
2015-08-07,680.3449096679688,693.3781079121015,678.7751890882134,689.4301160729617,980254
2015-08-10,680.4398803710938,688.2883655344094,676.1588884638306,682.4852663970981,914543
2015-08-11,686.1162719726562,695.4654529734397,681.1077759121479,685.9254604772334,1636795
2015-08-12,675.0975341796875,690.9815853822416,664.6989199628295,685.4007135433014,2149755
2015-08-13,692.1263427734375,696.4193386969116,677.8163563618571,679.0565435386973,2079678
2015-08-14,705.5777587890625,707.6288802837788,696.6578898917822,701.1893859232591,3238561
2015-08-17,670.8046264648438,710.7294736038041,668.7535046929753,710.6817852846318,7582133
2015-08-18,652.3446044921875,676.7670175701315,649.4826070537362,676.3853946206765,5972184
2015-08-19,664.0787963867188,671.0430368828701,655.3020506385341,655.3974272641711,2593642
2015-08-20,659.785888671875,675.431500389986,656.7331375119961,665.4145077994566,2267326
2015-08-21,665.319091796875,668.7057774458931,640.2288652583214,648.7194817665572,2011811
